# tess-budget-cut: 6e434ffdebe0 2026-09-01T22:43:40+00:00
scene,face,chart,delta,triangles,u0,u1,v0,v1,nu,nv,muu,muv,mvv,mu1,mv1,cells,grid_cells,patch_cells,opt_cells,span_opt_cells,worst_cert,worst_dev,dev_samples,bands,cap_bands,snap_bands,realized_aspect
tiltedcut/tiltedcut_above,3,plane,1e-2,32,,,,,,,,,,,,,,,,,,,,,,,
tiltedcut/tiltedcut_below,0,plane,1e-2,30,,,,,,,,,,,,,,,,,,,,,,,
tiltedcut/tiltedcut_below,1,cylinder,1e-2,209,,,,,,,,,,,,,,,,,,,,,,,
tiltedcut/tiltedcut_below,2,cylinder,1e-2,209,,,,,,,,,,,,,,,,,,,,,,,
tiltedcut/tiltedcut_below,3,plane,1e-2,32,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,0,plane,1e-2,28,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,1,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,2,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,3,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,4,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,5,plane,1e-2,2,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,6,cylinder,1e-2,16,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,7,plane,1e-2,22,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,8,cylinder,1e-2,16,,,,,,,,,,,,,,,,,,,,,,,
bossplate/bossplate,9,cylinder,1e-2,16,,,,,,,,,,,,,,,,,,,,,,,
lofts/loft_prism,0,plane,6e-3,29,,,,,,,,,,,,,,,,,,,,,,,
lofts/loft_prism,1,plane,6e-3,29,,,,,,,,,,,,,,,,,,,,,,,
lofts/loft_prism,2,nurbs,6e-3,4210,0e0,1e0,0e0,1e0,1.4e1,1.55e2,3.8499310870764165e-162,3.0000000000000093e0,3.0000000000000053e0,3.500000000000003e0,2.500000000000003e0,1,2.1e3,2.17e3,2.004e3,2.004e3,7.476190476190557e-4,3.67857142857142e-4,117880,1,1,1,1.0714285714285714e1
lofts/loft_prism,3,nurbs,6e-3,2158,0e0,1e0,0e0,1e0,8e0,1.41e2,3.8499310870764165e-162,1.5000000000000027e0,3.0000000000000053e0,2.1360009363293857e0,2.500000000000003e0,1,1.064e3,1.128e3,1.006e3,1.006e3,7.472864492057283e-4,3.617184408388763e-4,60424,1,1,1,1.6625e1
lofts/loft_prism,4,nurbs,6e-3,282,0e0,1e0,0e0,1e0,1e0,1e0,3.8499310870764165e-162,5.77315972805082e-15,2.8865798640254098e-15,2.000000000000003e0,2.0000000000000027e0,1,1e0,1e0,1e0,1e0,2.0508495839927054e-17,6.661338147750939e-16,7896,1,1,0,1e0
lofts/loft_prism,5,nurbs,6e-3,2158,0e0,1e0,0e0,1e0,8e0,1.41e2,3.8499310870764165e-162,1.5000000000000027e0,3.0000000000000053e0,2.1360009363293857e0,2.500000000000003e0,1,1.064e3,1.128e3,1.006e3,1.006e3,7.472864492057283e-4,3.6701834473396033e-4,60424,1,1,1,1.6625e1
lofts/nonuniform_loft,0,plane,6e-3,32,,,,,,,,,,,,,,,,,,,,,,,
lofts/nonuniform_loft,1,plane,6e-3,32,,,,,,,,,,,,,,,,,,,,,,,
lofts/nonuniform_loft,2,nurbs,6e-3,7182,0e0,1e0,0e0,1e0,1.6e1,2.31e2,3.8499310870764165e-162,5.1657045696668575e0,5.8707982434480845e0,4.582852284833428e0,4.26564557969195e0,1,3.584e3,3.696e3,3.495e3,3.495e3,7.499129374308605e-4,3.6924377033825906e-4,201096,1,1,1,1.4e1
lofts/nonuniform_loft,3,nurbs,6e-3,3594,0e0,1e0,0e0,1e0,8e0,2.27e2,3.8499310870764165e-162,2.582852284833428e0,5.870798243448078e0,2.380710289245066e0,4.265645579691948e0,1,1.792e3,1.816e3,1.751e3,1.751e3,7.499129374308602e-4,3.66027104542206e-4,100632,1,1,1,2.8e1
lofts/nonuniform_loft,4,nurbs,6e-3,516,0e0,1e0,0e0,1e0,2e0,3.1e1,3.8499310870764165e-162,9.325873406851326e-15,2.7895821038635997e0,2.000000000000003e0,3.3947910519318e0,1,6.2e1,6.2e1,3.1e1,3.1e1,7.256977377377479e-4,3.6284886886894796e-4,14448,1,1,0,1.55e1
lofts/nonuniform_loft,5,nurbs,6e-3,3594,0e0,1e0,0e0,1e0,8e0,2.27e2,3.8499310870764165e-162,2.5828522848334288e0,5.8707982434480845e0,2.380710289245066e0,4.26564557969195e0,1,1.792e3,1.816e3,1.751e3,1.751e3,7.499129374308605e-4,3.6924377033781497e-4,100632,1,1,1,2.8e1
s_duct/s_duct,0,plane,5e-3,6,,,,,,,,,,,,,,,,,,,,,,,
s_duct/s_duct,1,plane,5e-3,6,,,,,,,,,,,,,,,,,,,,,,,
s_duct/s_duct,2,nurbs,5e-3,1382,0e0,1e0,0e0,1e0,1e0,1.12e2,3.8499310870764165e-162,2.0563620324114545e-14,3.0814271828934288e1,5.00000000000001e-1,8.035190753235867e0,10,1.03e2,1.12e2,1.12e2,1.03e2,1.6133768583960106e-5,7.658750089595539e-6,38696,10,10,0,1.2216322049369083e2
s_duct/s_duct,3,nurbs,5e-3,3610,0e0,1e0,0e0,1e0,3e0,6.91e2,3.8499310870764165e-162,2.311543719420062e0,5.968787892300014e1,6.75925025219943e-1,1.0345739123379287e1,10,1.671e3,2.073e3,1.928e3,1.647e3,6.237820715256802e-4,2.586915662849308e-4,101080,10,10,10,2.149338767896375e2
s_duct/s_duct,4,nurbs,5e-3,1382,0e0,1e0,0e0,1e0,1e0,1.55e2,3.8499310870764165e-162,2.0563620324114545e-14,5.968787892300014e1,5.00000000000001e-1,1.0345739123379287e1,10,1.1e2,1.55e2,1.55e2,1.1e2,3.1251441901886695e-5,1.2483711476679587e-5,38696,10,10,0,1.627730757482469e2
s_duct/s_duct,5,nurbs,5e-3,3610,0e0,1e0,0e0,1e0,3e0,6.91e2,3.8499310870764165e-162,2.311543719420062e0,5.968787892300014e1,6.75925025219943e-1,1.0345739123379287e1,10,1.671e3,2.073e3,1.928e3,1.647e3,6.237820715256802e-4,2.583545923037478e-4,101080,10,10,10,2.149338767896375e2
twisted_duct/twisted_duct,0,plane,5e-3,11,,,,,,,,,,,,,,,,,,,,,,,
twisted_duct/twisted_duct,1,plane,5e-3,11,,,,,,,,,,,,,,,,,,,,,,,
twisted_duct/twisted_duct,2,nurbs,5e-3,2954,0e0,1e0,0e0,1e0,3e0,6.58e2,3.8499310870764165e-162,2.2859403396658626e0,3.631931748955682e1,6.038671469355462e-1,8.619485592628823e0,14,1.173e3,1.974e3,1.914e3,1.119e3,6.244170308352536e-4,2.7359396548858023e-4,82712,14,14,13,2.127094342036348e2
twisted_duct/twisted_duct,3,nurbs,5e-3,3360,0e0,1e0,0e0,1e0,4e0,6.63e2,3.8499310870764165e-162,2.5057890608500646e0,4.115240378438999e1,6.325203519466753e-1,8.340983970282322e0,14,1.324e3,2.652e3,2.123e3,1.242e3,6.233109463357881e-4,2.56721427647987e-4,94080,14,14,14,1.3204239781366095e2
twisted_duct/twisted_duct,4,nurbs,5e-3,3014,0e0,1e0,0e0,1e0,3e0,7.11e2,3.8499310870764165e-162,2.285940339665865e0,4.912864880451295e1,6.038671469355461e-1,1.000640800162438e1,14,1.182e3,2.133e3,1.916e3,1.123e3,6.230770806303419e-4,2.808066661321754e-4,84392,14,14,14,2.180271700587257e2
twisted_duct/twisted_duct,5,nurbs,5e-3,3158,0e0,1e0,0e0,1e0,3e0,7.27e2,3.8499310870764165e-162,2.505789060850058e0,4.9349046213438314e1,6.325203519466756e-1,1.000640800162438e1,14,1.278e3,2.181e3,2.124e3,1.241e3,6.238961504902815e-4,2.645101161346256e-4,88424,14,14,13,2.331559456889869e2
twisted_duct_shadow_z/twisted_duct_shadow_z,0,plane,1e-2,9,,,,,,,,,,,,,,,,,,,,,,,
twisted_duct_shadow_z/twisted_duct_shadow_z,1,plane,1e-2,9,,,,,,,,,,,,,,,,,,,,,,,
twisted_duct_shadow_z/twisted_duct_shadow_z,2,nurbs,1e-2,1815,0e0,1e0,0e0,1e0,3e0,4.65e2,3.8499310870764165e-162,2.2859403396658626e0,3.631931748955682e1,6.038671469355462e-1,8.619485592628823e0,14,6.24e2,1.395e3,9.61e2,5.69e2,1.240042514628067e-3,5.181784970882168e-4,50820,14,14,14,1.1167245295690829e2
twisted_duct_shadow_z/twisted_duct_shadow_z,3,nurbs,1e-2,1876,0e0,1e0,0e0,1e0,3e0,4.69e2,3.8499310870764165e-162,2.5057890608500646e0,4.115240378438999e1,6.325203519466753e-1,8.340983970282322e0,14,6.78e2,1.407e3,1.065e3,6.28e2,1.2498409977827881e-3,5.136632737906394e-4,52528,14,14,14,1.189571151474423e2
twisted_duct_shadow_z/twisted_duct_shadow_z,4,nurbs,1e-2,1607,0e0,1e0,0e0,1e0,2e0,5.03e2,3.8499310870764165e-162,2.285940339665865e0,4.912864880451295e1,6.038671469355461e-1,1.000640800162438e1,14,5.9e2,1.006e3,9.62e2,5.69e2,1.244681690046068e-3,5.126925412387154e-4,44996,14,14,14,2.3929811347908918e2
twisted_duct_shadow_z/twisted_duct_shadow_z,5,nurbs,1e-2,1944,0e0,1e0,0e0,1e0,3e0,5.14e2,3.8499310870764165e-162,2.505789060850058e0,4.9349046213438314e1,6.325203519466756e-1,1.000640800162438e1,14,6.87e2,1.542e3,1.066e3,6.28e2,1.2311906083736178e-3,5.090479330181329e-4,54432,14,14,14,1.189571151474423e2
twisted_duct_shadow_y/twisted_duct_shadow_y,0,plane,1e-2,9,,,,,,,,,,,,,,,,,,,,,,,
twisted_duct_shadow_y/twisted_duct_shadow_y,1,plane,1e-2,9,,,,,,,,,,,,,,,,,,,,,,,
twisted_duct_shadow_y/twisted_duct_shadow_y,2,nurbs,1e-2,1815,0e0,1e0,0e0,1e0,3e0,4.65e2,3.8499310870764165e-162,2.2859403396658626e0,3.631931748955682e1,6.038671469355462e-1,8.619485592628823e0,14,6.24e2,1.395e3,9.61e2,5.69e2,1.240042514628067e-3,5.181784970882168e-4,50820,14,14,14,1.1167245295690829e2
twisted_duct_shadow_y/twisted_duct_shadow_y,3,nurbs,1e-2,1876,0e0,1e0,0e0,1e0,3e0,4.69e2,3.8499310870764165e-162,2.5057890608500646e0,4.115240378438999e1,6.325203519466753e-1,8.340983970282322e0,14,6.78e2,1.407e3,1.065e3,6.28e2,1.2498409977827881e-3,5.136632737906394e-4,52528,14,14,14,1.189571151474423e2
twisted_duct_shadow_y/twisted_duct_shadow_y,4,nurbs,1e-2,1607,0e0,1e0,0e0,1e0,2e0,5.03e2,3.8499310870764165e-162,2.285940339665865e0,4.912864880451295e1,6.038671469355461e-1,1.000640800162438e1,14,5.9e2,1.006e3,9.62e2,5.69e2,1.244681690046068e-3,5.126925412387154e-4,44996,14,14,14,2.3929811347908918e2
twisted_duct_shadow_y/twisted_duct_shadow_y,5,nurbs,1e-2,1944,0e0,1e0,0e0,1e0,3e0,5.14e2,3.8499310870764165e-162,2.505789060850058e0,4.9349046213438314e1,6.325203519466756e-1,1.000640800162438e1,14,6.87e2,1.542e3,1.066e3,6.28e2,1.2311906083736178e-3,5.090479330181329e-4,54432,14,14,14,1.189571151474423e2
tube_along_arc/tube_along_arc,0,plane,1e-2,266,,,,,,,,,,,,,,,,,,,,,,,
tube_along_arc/tube_along_arc,1,plane,1e-2,266,,,,,,,,,,,,,,,,,,,,,,,
tube_along_arc/tube_along_arc,2,torus,1e-2,17152,,,,,,,,,,,,,,,,,,,,,,,
tube_along_arc/tube_along_arc,3,torus,1e-2,17152,,,,,,,,,,,,,,,,,,,,,,,
hollowring/hollowring,0,torus,2e-3,47524,,,,,,,,,,,,,,,,,,,,,,,
hollowring/hollowring,1,torus,2e-3,47524,,,,,,,,,,,,,,,,,,,,,,,
hollowring/hollowring,2,torus,2e-3,52670,,,,,,,,,,,,,,,,,,,,,,,
hollowring/hollowring,3,torus,2e-3,52670,,,,,,,,,,,,,,,,,,,,,,,
hollowelbow/hollowelbow,0,plane,1e-2,524,,,,,,,,,,,,,,,,,,,,,,,
hollowelbow/hollowelbow,1,plane,1e-2,524,,,,,,,,,,,,,,,,,,,,,,,
hollowelbow/hollowelbow,2,torus,1e-2,17152,,,,,,,,,,,,,,,,,,,,,,,
hollowelbow/hollowelbow,3,torus,1e-2,17152,,,,,,,,,,,,,,,,,,,,,,,
hollowelbow/hollowelbow,4,torus,1e-2,15616,,,,,,,,,,,,,,,,,,,,,,,
hollowelbow/hollowelbow,5,torus,1e-2,15616,,,,,,,,,,,,,,,,,,,,,,,
hollowtorus/hollowtorus,0,torus,2e-2,32942,,,,,,,,,,,,,,,,,,,,,,,
hollowtorus/hollowtorus,1,torus,2e-2,32942,,,,,,,,,,,,,,,,,,,,,,,
hollowtorus/hollowtorus,2,torus,2e-2,35910,,,,,,,,,,,,,,,,,,,,,,,
hollowtorus/hollowtorus,3,torus,2e-2,35910,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,0,plane,2e-4,90,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,1,sphere,2e-4,1239,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,2,cylinder,2e-4,56,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,3,plane,2e-4,28,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,4,sphere,2e-4,1239,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,5,cylinder,2e-4,56,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,6,plane,2e-4,28,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,7,sphere,2e-4,1230,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,8,cylinder,2e-4,52,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,9,plane,2e-4,26,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,10,sphere,2e-4,1230,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,11,cylinder,2e-4,52,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotvessel,12,plane,2e-4,26,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,0,torus,2e-4,16200,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,1,cylinder,2e-4,28,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,2,plane,2e-4,194,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,3,cylinder,2e-4,212,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,4,sphere,2e-4,960,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,5,cone,2e-4,722,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,6,plane,2e-4,280,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,7,torus,2e-4,2048,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotlid,8,torus,2e-4,42560,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotspout,0,plane,2e-4,45,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotspout,1,cone,2e-4,1907,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotspout,2,plane,2e-4,66,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapotspout,3,cone,2e-4,1974,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapothandle,0,plane,2e-4,214,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapothandle,1,plane,2e-4,214,,,,,,,,,,,,,,,,,,,,,,,
teapot/teapothandle,2,torus,2e-4,30672,,,,,,,,,,,,,,,,,,,,,,,
